,ID,Day,Hour,Mass,deltaM,Time,GWC,SoilPsi,SoilPsi_VG
Acaexu2.258,Acaexu2,4,10,4481.2,3.541666667,4.416666667,0.025148757,1.436069236,1.122703208
Acaexu2.259,Acaexu2,4,11,4477.841667,3.358333333,4.458333333,0.024517398,1.471066446,1.140891269
Acaexu2.260,Acaexu2,4,12,4474.633333,3.208333333,4.5,0.023914239,1.506179599,1.159087241
Acaexu2.261,Acaexu2,4,13,4471.591667,3.041666667,4.541666667,0.023342412,1.541098893,1.177137329
Acaexu2.262,Acaexu2,4,14,4468.733333,2.858333333,4.583333333,0.022805052,1.575466216,1.194863936
Acaexu2.263,Acaexu2,4,15,4466.05,2.683333333,4.625,0.022300592,1.609195832,1.212230334
Acaexu2.264,Acaexu2,4,16,4463.516667,2.533333333,4.666666667,0.021824331,1.64243219,1.229317514
Acaexu2.265,Acaexu2,4,17,4461.091667,2.425,4.708333333,0.021368437,1.675597578,1.246347981
Acaexu2.266,Acaexu2,4,18,4458.783333,2.308333333,4.75,0.020934475,1.708473027,1.263214111
Acaexu2.267,Acaexu2,4,19,4456.708333,2.075,4.791666667,0.02054438,1.73917869,1.278956984
Acaexu2.268,Acaexu2,4,20,4455.975,0.733333333,4.833333333,0.020406515,1.750303732,1.284659099
Acaexu2.269,Acaexu2,4,21,4455.758333,0.216666667,4.875,0.020365783,1.753618735,1.286358061
Acaexu2.270,Acaexu2,4,22,4455.55,0.208333333,4.916666667,0.020326616,1.756818434,1.287997877
Acaexu2.271,Acaexu2,4,23,4455.391667,0.158333333,4.958333333,0.02029685,1.759258245,1.289248225
Acaexu2.272,Acaexu2,5,0,4455.275,0.116666667,5,0.020274917,1.761060462,1.290171804
Acaexu2.273,Acaexu2,5,1,4455.183333,0.091666667,5.041666667,0.020257684,1.762479156,1.29089883
Acaexu2.274,Acaexu2,5,2,4455.075,0.108333333,5.083333333,0.020237317,1.764158826,1.291759586
Acaexu2.275,Acaexu2,5,3,4454.941667,0.133333333,5.125,0.020212251,1.766230636,1.292821282
Acaexu2.276,Acaexu2,5,4,4454.85,0.091666667,5.166666667,0.020195018,1.76765791,1.293552677
Acaexu2.277,Acaexu2,5,5,4454.683333,0.166666667,5.208333333,0.020163685,1.770259037,1.294885586
Acaexu2.278,Acaexu2,5,6,4454.525,0.158333333,5.25,0.020133919,1.772737408,1.296155572
Acaexu2.279,Acaexu2,5,7,4454.416667,0.108333333,5.291666667,0.020113552,1.77443725,1.297026607
Acaexu2.280,Acaexu2,5,8,4452.633333,1.783333333,5.333333333,0.01977829,1.802908917,1.311615398
Acaexu2.281,Acaexu2,5,9,4449.55,3.083333333,5.375,0.01919863,1.85441784,1.338011178
Acaexu2.282,Acaexu2,5,10,4447.216667,2.333333333,5.416666667,0.018759969,1.895455983,1.359051961
Acaexu2.283,Acaexu2,5,11,4445.141667,2.075,5.458333333,0.018369874,1.933552512,1.378599916
Acaexu2.284,Acaexu2,5,12,4443.216667,1.925,5.5,0.018007978,1.97033105,1.397491019
Acaexu2.285,Acaexu2,5,13,4441.333333,1.883333333,5.541666667,0.017653916,2.007733367,1.416727242
Acaexu2.286,Acaexu2,5,14,4439.533333,1.8,5.583333333,0.01731552,2.044871664,1.435857327
Acaexu2.287,Acaexu2,5,15,4437.825,1.708333333,5.625,0.016994358,2.081449688,1.454732455
Acaexu2.288,Acaexu2,5,16,4436.2,1.625,5.666666667,0.016688861,2.117514663,1.473380024
Acaexu2.289,Acaexu2,5,17,4434.658333,1.541666667,5.708333333,0.016399032,2.152938773,1.491736403
Acaexu2.290,Acaexu2,5,18,4433.191667,1.466666667,5.75,0.016123302,2.187789823,1.509838654
Acaexu2.291,Acaexu2,5,19,4431.8,1.391666667,5.791666667,0.015861672,2.221948853,1.527626397
Acaexu2.292,Acaexu2,5,20,4431.458333,0.341666667,5.833333333,0.015797439,2.230503571,1.532088515
Acaexu2.293,Acaexu2,5,21,4431.258333,0.2,5.875,0.01575984,2.235542708,1.534718349
Acaexu2.294,Acaexu2,5,22,4431.05,0.208333333,5.916666667,0.015720673,2.240816759,1.537471936
Acaexu2.295,Acaexu2,5,23,4430.825,0.225,5.958333333,0.015678374,2.246541545,1.540462203
Acaexu2.296,Acaexu2,6,0,4430.683333,0.141666667,6,0.015651741,2.250161494,1.542353769
Acaexu2.297,Acaexu2,6,1,4430.591667,0.091666667,6.041666667,0.015634508,2.25251021,1.543581373
Acaexu2.298,Acaexu2,6,2,4430.55,0.041666667,6.083333333,0.015626675,2.253579476,1.544140326
Acaexu2.299,Acaexu2,6,3,4430.416667,0.133333333,6.125,0.015601608,2.25700815,1.545932989
Acaexu2.300,Acaexu2,6,4,4430.316667,0.1,6.166666667,0.015582809,2.259586703,1.547281514
Acaexu2.301,Acaexu2,6,5,4430.225,0.091666667,6.208333333,0.015565575,2.261955702,1.548520708
Acaexu2.302,Acaexu2,6,6,4430.083333,0.141666667,6.25,0.015538942,2.265626944,1.550441587
Acaexu2.303,Acaexu2,6,7,4429.941667,0.141666667,6.291666667,0.015512309,2.269310458,1.552369497
Acaexu2.304,Acaexu2,6,8,4428.441667,1.5,6.333333333,0.015230313,2.309081505,1.573225425
Acaexu2.305,Acaexu2,6,9,4426.241667,2.2,6.375,0.014816718,2.370076486,1.605363625
Acaexu2.306,Acaexu2,6,10,4424.641667,1.6,6.416666667,0.014515922,2.416560469,1.629990754
Acaexu2.307,Acaexu2,6,11,4423.258333,1.383333333,6.458333333,0.014255858,2.458288214,1.65220541
Acaexu2.308,Acaexu2,6,12,4422.1,1.158333333,6.5,0.014038094,2.494386206,1.671510046
Acaexu2.309,Acaexu2,6,13,4420.95,1.15,6.541666667,0.013821897,2.531319433,1.691349555
Acaexu2.310,Acaexu2,6,14,4419.883333,1.066666667,6.583333333,0.013621366,2.566596206,1.710386663
Acaexu2.311,Acaexu2,6,15,4418.816667,1.066666667,6.625,0.013420835,2.602898835,1.730070738
Acaexu2.312,Acaexu2,6,16,4417.775,1.041666667,6.666666667,0.013225004,2.63938457,1.749953837
Acaexu2.313,Acaexu2,6,17,4416.8,0.975,6.708333333,0.013041707,2.67450132,1.769189444
Acaexu2.314,Acaexu2,6,18,4415.908333,0.891666667,6.75,0.012874075,2.707468556,1.787339187
Acaexu2.315,Acaexu2,6,19,4414.975,0.933333333,6.791666667,0.012698611,2.742883629,1.806939216
Acaexu2.316,Acaexu2,6,20,4414.875,0.1,6.833333333,0.012679811,2.746734686,1.809077115
Acaexu2.317,Acaexu2,6,21,4414.741667,0.133333333,6.875,0.012654745,2.751886755,1.811939317
Acaexu2.318,Acaexu2,6,22,4414.341667,0.4,6.916666667,0.012579546,2.767462879,1.820606941
Acaexu2.319,Acaexu2,6,23,4414.108333,0.233333333,6.958333333,0.01253568,2.776632954,1.825720028
Acaexu2.320,Acaexu2,7,0,4413.983333,0.125,7,0.01251218,2.781571242,1.82847671
Acaexu2.321,Acaexu2,7,1,4413.891667,0.091666667,7.041666667,0.012494947,2.785204145,1.830506119
Acaexu2.322,Acaexu2,7,2,4413.816667,0.075,7.083333333,0.012480847,2.788183784,1.832171509
Acaexu2.323,Acaexu2,7,3,4413.725,0.091666667,7.125,0.012463614,2.791834477,1.834213085
Acaexu2.324,Acaexu2,7,4,4413.65,0.075,7.166666667,0.012449514,2.794828727,1.835888479
Acaexu2.325,Acaexu2,7,5,4413.525,0.125,7.208333333,0.012426014,2.799833842,1.83869089
Acaexu2.326,Acaexu2,7,6,4413.416667,0.108333333,7.25,0.012405648,2.804186539,1.841129909
Acaexu2.327,Acaexu2,7,7,4413.333333,0.083333333,7.291666667,0.012389981,2.807544247,1.843012603
Acaexu2.328,Acaexu2,7,8,4412.108333,1.225,7.333333333,0.012159684,2.857874168,1.871362296
Acaexu2.329,Acaexu2,7,9,4410.483333,1.625,7.375,0.011854188,2.927574212,1.911039932
Acaexu2.330,Acaexu2,7,10,4409.275,1.208333333,7.416666667,0.011627024,2.981712579,1.942212701
Acaexu2.331,Acaexu2,7,11,4408.291667,0.983333333,7.458333333,0.01144216,3.027313754,1.968722994
Acaexu2.332,Acaexu2,7,12,4407.358333,0.933333333,7.5,0.011266695,3.071943232,1.99490282
Acaexu2.333,Acaexu2,7,13,4406.516667,0.841666667,7.541666667,0.011108464,3.11336595,2.019417528
Acaexu3.334,Acaexu3,0,16,5265.683333,0,0.666666667,0.089781126,0.430326687,0.520107517
Acaexu3.335,Acaexu3,0,17,5260.541667,5.141666667,0.708333333,0.08890028,0.434363433,0.523349027
Acaexu3.336,Acaexu3,0,18,5254.983333,5.558333333,0.75,0.087948053,0.438815826,0.526904075
Acaexu3.337,Acaexu3,0,19,5249.9,5.083333333,0.791666667,0.0870772,0.442970698,0.530202867
Acaexu3.338,Acaexu3,0,20,5246.891667,3.008333333,0.833333333,0.086561827,0.445467891,0.532177021
Acaexu3.339,Acaexu3,0,21,5246.583333,0.308333333,0.875,0.086509005,0.445725473,0.532380293
Acaexu3.340,Acaexu3,0,22,5246.433333,0.15,0.916666667,0.086483307,0.445850893,0.532479245
Acaexu3.341,Acaexu3,0,23,5246.358333,0.075,0.958333333,0.086470459,0.445913631,0.532528737
Acaexu3.342,Acaexu3,1,0,5246.275,0.083333333,1,0.086456183,0.445983361,0.53258374
Acaexu3.343,Acaexu3,1,1,5246.2,0.075,1.041666667,0.086443334,0.446046137,0.532633253
Acaexu3.344,Acaexu3,1,2,5246.1,0.1,1.083333333,0.086426202,0.446129866,0.532699287
Acaexu3.345,Acaexu3,1,3,5246.008333,0.091666667,1.125,0.086410498,0.446206646,0.532759835
Acaexu3.346,Acaexu3,1,4,5245.841667,0.166666667,1.166666667,0.086381946,0.446346317,0.532869961
Acaexu3.347,Acaexu3,1,5,5245.733333,0.108333333,1.208333333,0.086363387,0.44643715,0.53294157
Acaexu3.348,Acaexu3,1,6,5245.666667,0.066666667,1.25,0.086351966,0.446493067,0.532985648
Acaexu3.349,Acaexu3,1,7,5245.558333,0.108333333,1.291666667,0.086333407,0.446583962,0.533057293
Acaexu3.350,Acaexu3,1,8,5243.583333,1.975,1.333333333,0.085995059,0.448247749,0.534367245
Acaexu3.351,Acaexu3,1,9,5236.708333,6.875,1.375,0.084817267,0.454140166,0.538984588
Acaexu3.352,Acaexu3,1,10,5229.083333,7.625,1.416666667,0.083510988,0.460864558,0.544213083
Acaexu3.353,Acaexu3,1,11,5220.508333,8.575,1.458333333,0.08204196,0.468675665,0.55023384
Acaexu3.354,Acaexu3,1,12,5210.766667,9.741666667,1.5,0.080373064,0.477886602,0.557263645
Acaexu3.355,Acaexu3,1,13,5200.625,10.14166667,1.541666667,0.078635642,0.487879889,0.564808652
Acaexu3.356,Acaexu3,1,14,5190.516667,10.10833333,1.583333333,0.07690393,0.49827748,0.572572627
Acaexu3.357,Acaexu3,1,15,5180.275,10.24166667,1.625,0.075149376,0.509287697,0.580702703
Acaexu3.358,Acaexu3,1,16,5170.341667,9.933333333,1.666666667,0.073447645,0.520455346,0.588857653
Acaexu3.359,Acaexu3,1,17,5161.058333,9.283333333,1.708333333,0.071857268,0.531357439,0.59673414
Acaexu3.360,Acaexu3,1,18,5152.566667,8.491666667,1.75,0.070402516,0.541749492,0.604167917
Acaexu3.361,Acaexu3,1,19,5144.883333,7.683333333,1.791666667,0.069086244,0.55151927,0.611093307
Acaexu3.362,Acaexu3,1,20,5140.708333,4.175,1.833333333,0.068371003,0.556981516,0.614939473
Acaexu3.363,Acaexu3,1,21,5140.55,0.158333333,1.875,0.068343878,0.557190857,0.615086517
Acaexu3.364,Acaexu3,1,22,5140.375,0.175,1.916666667,0.068313898,0.557422423,0.615249141
Acaexu3.365,Acaexu3,1,23,5140.233333,0.141666667,1.958333333,0.068289628,0.557610026,0.615380868
Acaexu3.366,Acaexu3,2,0,5140.158333,0.075,2,0.06827678,0.557709397,0.615450633
Acaexu3.367,Acaexu3,2,1,5140.025,0.133333333,2.041666667,0.068253938,0.557886148,0.61557471
Acaexu3.368,Acaexu3,2,2,5139.925,0.1,2.083333333,0.068236806,0.558018787,0.615667808
Acaexu3.369,Acaexu3,2,3,5139.791667,0.133333333,2.125,0.068213964,0.558195739,0.615791993
Acaexu3.370,Acaexu3,2,4,5139.675,0.116666667,2.166666667,0.068193977,0.558350667,0.615900706
Acaexu3.371,Acaexu3,2,5,5139.541667,0.133333333,2.208333333,0.068171135,0.558527836,0.616025008
Acaexu3.372,Acaexu3,2,6,5139.375,0.166666667,2.25,0.068142583,0.55874946,0.616180473
Acaexu3.373,Acaexu3,2,7,5139.275,0.1,2.291666667,0.068125451,0.558882521,0.616273799
Acaexu3.374,Acaexu3,2,8,5137.508333,1.766666667,2.333333333,0.067822794,0.561244055,0.617928364
Acaexu3.375,Acaexu3,2,9,5130.541667,6.966666667,2.375,0.066629298,0.570760015,0.62456236
Acaexu3.376,Acaexu3,2,10,5121.675,8.866666667,2.416666667,0.065110303,0.58336214,0.633268583
Acaexu3.377,Acaexu3,2,11,5111.5,10.175,2.458333333,0.06336717,0.598548045,0.643645386
Acaexu3.378,Acaexu3,2,12,5100.741667,10.75833333,2.5,0.061524104,0.615514979,0.655099276
Acaexu3.379,Acaexu3,2,13,5089.8,10.94166667,2.541666667,0.059649629,0.633817144,0.667298782
Acaexu3.380,Acaexu3,2,14,5078.991667,10.80833333,2.583333333,0.057797997,0.653029966,0.679942144
Acaexu3.381,Acaexu3,2,15,5068.575,10.41666667,2.625,0.056013463,0.672715748,0.692734344
Acaexu3.382,Acaexu3,2,16,5058.35,10.225,2.666666667,0.054261765,0.693264216,0.705922939
Acaexu3.383,Acaexu3,2,17,5048.375,9.975,2.708333333,0.052552895,0.714594215,0.719447082
Acaexu3.384,Acaexu3,2,18,5038.866667,9.508333333,2.75,0.050923973,0.736222566,0.732998741
Acaexu3.385,Acaexu3,2,19,5029.808333,9.058333333,2.791666667,0.049372142,0.758118501,0.74656283
Acaexu3.386,Acaexu3,2,20,5024.866667,4.941666667,2.833333333,0.048525559,0.770637983,0.754252024
Acaexu3.387,Acaexu3,2,21,5024.841667,0.025,2.875,0.048521276,0.7707024,0.754291467
Acaexu3.388,Acaexu3,2,22,5024.708333,0.133333333,2.916666667,0.048498434,0.771046147,0.754501924
Acaexu3.389,Acaexu3,2,23,5024.608333,0.1,2.958333333,0.048481303,0.771304164,0.754659871
Acaexu3.390,Acaexu3,3,0,5024.508333,0.1,3,0.048464171,0.771562358,0.754817906
Acaexu3.391,Acaexu3,3,1,5024.45,0.058333333,3.041666667,0.048454178,0.771713054,0.754910135
Acaexu3.392,Acaexu3,3,2,5024.3,0.15,3.083333333,0.048428481,0.772100834,0.755147434
Acaexu3.393,Acaexu3,3,3,5024.183333,0.116666667,3.125,0.048408494,0.772402719,0.755332139
Acaexu3.394,Acaexu3,3,4,5024.041667,0.141666667,3.166666667,0.048384224,0.772769619,0.755556587
Acaexu3.395,Acaexu3,3,5,5023.841667,0.2,3.208333333,0.048349961,0.773288206,0.755873762
Acaexu3.396,Acaexu3,3,6,5023.675,0.166666667,3.25,0.048321409,0.773720909,0.756138348
Acaexu3.397,Acaexu3,3,7,5023.516667,0.158333333,3.291666667,0.048294284,0.774132438,0.756389937
Acaexu3.398,Acaexu3,3,8,5021.541667,1.975,3.333333333,0.047955936,0.7793038,0.759547269
Acaexu3.399,Acaexu3,3,9,5013.95,7.591666667,3.375,0.046655368,0.799861308,0.772023687
Acaexu3.400,Acaexu3,3,10,5005.508333,8.441666667,3.416666667,0.045209182,0.824071487,0.786570689
Acaexu3.401,Acaexu3,3,11,4996.875,8.633333333,3.458333333,0.04373016,0.850442296,0.802247461
Acaexu3.402,Acaexu3,3,12,4989.4,7.475,3.5,0.042449578,0.874718734,0.816534128
Acaexu3.403,Acaexu3,3,13,4981.516667,7.883333333,3.541666667,0.041099043,0.90191558,0.832385408
Acaexu3.404,Acaexu3,3,14,4973.733333,7.783333333,3.583333333,0.03976564,0.930530197,0.848899232
Acaexu3.405,Acaexu3,3,15,4966.35,7.383333333,3.625,0.038500762,0.959456015,0.865434052
Acaexu3.406,Acaexu3,3,16,4959.266667,7.083333333,3.666666667,0.037287279,0.989000577,0.882169789
Acaexu3.407,Acaexu3,3,17,4952.616667,6.65,3.708333333,0.036148033,1.01849369,0.898733466
Acaexu3.408,Acaexu3,3,18,4946.35,6.266666667,3.75,0.035074457,1.047992282,0.915167659
Acaexu3.409,Acaexu3,3,19,4940.641667,5.708333333,3.791666667,0.034096532,1.076435338,0.930897136
Acaexu3.410,Acaexu3,3,20,4937.441667,3.2,3.833333333,0.033548324,1.093085792,0.940055194
Acaexu3.411,Acaexu3,3,21,4937.35,0.091666667,3.875,0.03353262,1.093570565,0.940321297
Acaexu3.412,Acaexu3,3,22,4937.225,0.125,3.916666667,0.033511205,1.094232333,0.940684508
Acaexu3.413,Acaexu3,3,23,4937.066667,0.158333333,3.958333333,0.03348408,1.095071754,0.941145145
Acaexu3.414,Acaexu3,4,0,4936.941667,0.125,4,0.033462666,1.095735391,0.941509257
Acaexu3.415,Acaexu3,4,1,4936.825,0.116666667,4.041666667,0.033442679,1.096355532,0.941849455
Acaexu3.416,Acaexu3,4,2,4936.725,0.1,4.083333333,0.033425548,1.096887657,0.942141329
Acaexu3.417,Acaexu3,4,3,4936.616667,0.108333333,4.125,0.033406989,1.097464724,0.942457816
Acaexu3.418,Acaexu3,4,4,4936.525,0.091666667,4.166666667,0.033391285,1.0979535,0.942725847
Acaexu3.419,Acaexu3,4,5,4936.383333,0.141666667,4.208333333,0.033367015,1.098709761,0.943140501
Acaexu3.420,Acaexu3,4,6,4936.25,0.133333333,4.25,0.033344173,1.099422515,0.943531236
Acaexu3.421,Acaexu3,4,7,4936.066667,0.183333333,4.291666667,0.033312765,1.100404106,0.944069244
Acaexu3.422,Acaexu3,4,8,4934.533333,1.533333333,4.333333333,0.033050082,1.108684882,0.948603202
Acaexu3.423,Acaexu3,4,9,4928.716667,5.816666667,4.375,0.032053598,1.141298383,0.966380718
Acaexu3.424,Acaexu3,4,10,4923.083333,5.633333333,4.416666667,0.031088522,1.174822472,0.984530779
Acaexu3.425,Acaexu3,4,11,4917.45,5.633333333,4.458333333,0.030123446,1.210435939,1.003685984
Acaexu3.426,Acaexu3,4,12,4912.033333,5.416666667,4.5,0.029195489,1.246839362,1.023143604
Acaexu3.427,Acaexu3,4,13,4906.991667,5.041666667,4.541666667,0.028331774,1.282806805,1.042257686
Acaexu3.428,Acaexu3,4,14,4902.25,4.741666667,4.583333333,0.027519455,1.318638064,1.061200429
Acaexu3.429,Acaexu3,4,15,4897.791667,4.458333333,4.625,0.026755674,1.354258795,1.079943381
Acaexu3.430,Acaexu3,4,16,4893.566667,4.225,4.666666667,0.026031867,1.389891765,1.098613294
Acaexu3.431,Acaexu3,4,17,4889.558333,4.008333333,4.708333333,0.025345179,1.42552756,1.117213457
Acaexu3.432,Acaexu3,4,18,4885.85,3.708333333,4.75,0.024709885,1.460212129,1.135256166
Acaexu3.433,Acaexu3,4,19,4882.45,3.4,4.791666667,0.024127413,1.493574316,1.152560671
Acaexu3.434,Acaexu3,4,20,4880.616667,1.833333333,4.833333333,0.023813335,1.512222774,1.162214074
Acaexu3.435,Acaexu3,4,21,4880.458333,0.158333333,4.875,0.02378621,1.51385581,1.163058803
Acaexu3.436,Acaexu3,4,22,4880.4,0.058333333,4.916666667,0.023776216,1.514458369,1.163370468
Acaexu3.437,Acaexu3,4,23,4880.283333,0.116666667,4.958333333,0.02375623,1.515664968,1.163994525
Acaexu3.438,Acaexu3,5,0,4880.116667,0.166666667,5,0.023727677,1.517392114,1.164887719
Acaexu3.439,Acaexu3,5,1,4879.958333,0.158333333,5.041666667,0.023700552,1.519036654,1.165738096
Acaexu3.440,Acaexu3,5,2,4879.841667,0.116666667,5.083333333,0.023680565,1.520250767,1.166365841
Acaexu3.441,Acaexu3,5,3,4879.658333,0.183333333,5.125,0.023649158,1.522162696,1.167354281
Acaexu3.442,Acaexu3,5,4,4879.541667,0.116666667,5.166666667,0.023629171,1.523381954,1.167984554
Acaexu3.443,Acaexu3,5,5,4879.4,0.141666667,5.208333333,0.023604901,1.524865184,1.168751213
Acaexu3.444,Acaexu3,5,6,4879.316667,0.083333333,5.25,0.023590625,1.52573906,1.16920287
Acaexu3.445,Acaexu3,5,7,4879.175,0.141666667,5.291666667,0.023566355,1.527227015,1.169971851
Acaexu3.446,Acaexu3,5,8,4877.908333,1.266666667,5.333333333,0.023349356,1.540664884,1.176913238
Acaexu3.447,Acaexu3,5,9,4873.741667,4.166666667,5.375,0.022635542,1.586636832,1.200618532
Acaexu3.448,Acaexu3,5,10,4870.075,3.666666667,5.416666667,0.022007387,1.629491793,1.222667383
Acaexu3.449,Acaexu3,5,11,4866.466667,3.608333333,5.458333333,0.021389224,1.674055405,1.245556455
Acaexu3.450,Acaexu3,5,12,4863.05,3.416666667,5.5,0.020803897,1.718626466,1.268420706
Acaexu3.451,Acaexu3,5,13,4859.825,3.225,5.541666667,0.020251405,1.762996618,1.291164008
Acaexu3.452,Acaexu3,5,14,4856.8,3.025,5.583333333,0.019733177,1.806811965,1.313615283
Acaexu3.453,Acaexu3,5,15,4853.983333,2.816666667,5.625,0.019250639,1.849673054,1.335579259
Acaexu3.454,Acaexu3,5,16,4851.341667,2.641666667,5.666666667,0.018798081,1.891816556,1.357185383
Acaexu3.455,Acaexu3,5,17,4848.858333,2.483333333,5.708333333,0.018372648,1.933276035,1.378457984
Acaexu3.456,Acaexu3,5,18,4846.508333,2.35,5.75,0.017970057,1.974268342,1.399514729
Acaexu3.457,Acaexu3,5,19,4844.425,2.083333333,5.791666667,0.01761315,2.012133717,1.418992241
Acaexu3.458,Acaexu3,5,20,4843.375,1.05,5.833333333,0.017433269,2.031789709,1.42911508
Acaexu3.459,Acaexu3,5,21,4843.275,0.1,5.875,0.017416138,2.033682321,1.430090248
Acaexu3.460,Acaexu3,5,22,4843.216667,0.058333333,5.916666667,0.017406145,2.034788019,1.430659999
Acaexu3.461,Acaexu3,5,23,4843.225,-0.008333333,5.958333333,0.017407572,2.034629987,1.430578565
Acaexu3.462,Acaexu3,6,0,4843.183333,0.041666667,6,0.017400434,2.035420402,1.43098587
Acaexu3.463,Acaexu3,6,1,4843.05,0.133333333,6.041666667,0.017377592,2.037953979,1.432291535
Acaexu3.464,Acaexu3,6,2,4842.833333,0.216666667,6.083333333,0.017340474,2.0420849,1.434420719
Acaexu3.465,Acaexu3,6,3,4842.591667,0.241666667,6.125,0.017299073,2.046712824,1.436806572
Acaexu3.466,Acaexu3,6,4,4842.358333,0.233333333,6.166666667,0.017259099,2.051201673,1.439121242
Acaexu3.467,Acaexu3,6,5,4842.141667,0.216666667,6.208333333,0.017221981,2.055388052,1.441280407
Acaexu3.468,Acaexu3,6,6,4841.991667,0.15,6.25,0.017196283,2.05829662,1.442780797
Acaexu3.469,Acaexu3,6,7,4841.5,0.491666667,6.291666667,0.017112053,2.067889877,1.447731081
Acaexu3.470,Acaexu3,6,8,4840.258333,1.241666667,6.333333333,0.016899337,2.092531227,1.460458083
Acaexu3.471,Acaexu3,6,9,4837.066667,3.191666667,6.375,0.016352556,2.158732949,1.494742951
Acaexu3.472,Acaexu3,6,10,4834.491667,2.575,6.416666667,0.015911419,2.215369541,1.524196701
Acaexu3.473,Acaexu3,6,11,4832.108333,2.383333333,6.458333333,0.015503118,2.270584591,1.553036508
Acaexu3.474,Acaexu3,6,12,4829.825,2.283333333,6.5,0.015111948,2.32620539,1.582228721
Acaexu3.475,Acaexu3,6,13,4827.716667,2.108333333,6.541666667,0.014750758,2.380111685,1.610670006
Acaexu3.476,Acaexu3,6,14,4825.766667,1.95,6.583333333,0.014416693,2.432308939,1.638362478
Acaexu3.477,Acaexu3,6,15,4823.875,1.891666667,6.625,0.014092622,2.485245401,1.666613798
Acaexu3.478,Acaexu3,6,16,4822.1,1.775,6.666666667,0.013788538,2.537118655,1.694473131
Acaexu3.479,Acaexu3,6,17,4820.525,1.575,6.708333333,0.013518716,2.585048245,1.720379659
Acaexu3.480,Acaexu3,6,18,4819.1,1.425,6.75,0.013274592,2.63004674,1.744855372
Acaexu3.481,Acaexu3,6,19,4817.75,1.35,6.791666667,0.013043316,2.674188775,1.769017806
Acaexu3.482,Acaexu3,6,20,4817.166667,0.583333333,6.833333333,0.012943382,2.6937375,1.779768713
Acaexu3.483,Acaexu3,6,21,4817.058333,0.108333333,6.875,0.012924823,2.697400377,1.781786653
Acaexu3.484,Acaexu3,6,22,4816.933333,0.125,6.916666667,0.012903409,2.701639518,1.784123471
Acaexu3.485,Acaexu3,6,23,4816.866667,0.066666667,6.958333333,0.012891988,2.703905999,1.785373483
Acaexu3.486,Acaexu3,7,0,4816.75,0.116666667,7,0.012872001,2.707881761,1.787567249
Acaexu3.487,Acaexu3,7,1,4816.45,0.3,7.041666667,0.012820606,2.718160559,1.793245157
Acaexu3.488,Acaexu3,7,2,4816.183333,0.266666667,7.083333333,0.012774922,2.727364852,1.798337201
Acaexu3.489,Acaexu3,7,3,4815.841667,0.341666667,7.125,0.01271639,2.739251931,1.804924289
Acaexu3.490,Acaexu3,7,4,4815.533333,0.308333333,7.166666667,0.012663567,2.750071113,1.810930379
Acaexu3.491,Acaexu3,7,5,4815.216667,0.316666667,7.208333333,0.012609318,2.761274549,1.817160726
Acaexu3.492,Acaexu3,7,6,4814.883333,0.333333333,7.25,0.012552213,2.773169476,1.82378795
Acaexu3.493,Acaexu3,7,7,4814.708333,0.175,7.291666667,0.012522232,2.779456587,1.827295981
