,ID,Day,Hour,Mass,deltaM,Time,GWC,SoilPsi,SoilPsi_VG
Aristi2.6077,Aristi2,5,21,4668.691667,0.558333333,5.875,0.048852549,0.765752312,0.751256931
Aristi2.6078,Aristi2,5,22,4668.233333,0.458333333,5.916666667,0.048779645,0.766836073,0.751921927
Aristi2.6079,Aristi2,5,23,4667.816667,0.416666667,5.958333333,0.048713368,0.767824051,0.752527846
Aristi2.6080,Aristi2,6,0,4667.45,0.366666667,6,0.048655045,0.768695639,0.753062144
Aristi2.6081,Aristi2,6,1,4667.083333,0.366666667,6.041666667,0.048596722,0.769569264,0.753597464
Aristi2.6082,Aristi2,6,2,4666.7,0.383333333,6.083333333,0.048535748,0.770484784,0.754158215
Aristi2.6083,Aristi2,6,3,4666.383333,0.316666667,6.125,0.048485378,0.771242774,0.754622292
Aristi2.6084,Aristi2,6,4,4666.033333,0.35,6.166666667,0.048429706,0.772082338,0.755136116
Aristi2.6085,Aristi2,6,5,4665.65,0.383333333,6.208333333,0.048368731,0.773004019,0.755699959
Aristi2.6086,Aristi2,6,6,4665.25,0.4,6.25,0.048305106,0.773968189,0.756289529
Aristi2.6087,Aristi2,6,7,4664.816667,0.433333333,6.291666667,0.048236179,0.7750155,0.756929631
Aristi2.6088,Aristi2,6,8,4661.333333,3.483333333,6.333333333,0.047682108,0.783541327,0.762128729
Aristi2.6089,Aristi2,6,9,4655.958333,5.375,6.375,0.046827144,0.797082418,0.770344005
Aristi2.6090,Aristi2,6,10,4649.525,6.433333333,6.416666667,0.045803837,0.81393638,0.780499507
Aristi2.6091,Aristi2,6,11,4642.5,7.025,6.458333333,0.044686418,0.833198126,0.792015516
Aristi2.6092,Aristi2,6,12,4635.083333,7.416666667,6.5,0.043506699,0.854578311,0.804691061
Aristi2.6093,Aristi2,6,13,4627.558333,7.525,6.541666667,0.042309748,0.87745616,0.818136788
Aristi2.6094,Aristi2,6,14,4620.091667,7.466666667,6.583333333,0.041122076,0.901437186,0.832107928
Aristi2.6095,Aristi2,6,15,4612.716667,7.375,6.625,0.039948984,0.926485407,0.846574677
Aristi2.6096,Aristi2,6,16,4605.566667,7.15,6.666666667,0.038811682,0.952175637,0.861286758
Aristi2.6097,Aristi2,6,17,4598.716667,6.85,6.708333333,0.037722099,0.978201333,0.876069662
Aristi2.6098,Aristi2,6,18,4592.15,6.566666667,6.75,0.036677584,1.004562683,0.890926773
Aristi2.6099,Aristi2,6,19,4585.95,6.2,6.791666667,0.035691392,1.030829651,0.905621616
Aristi2.6100,Aristi2,6,20,4583.708333,2.241666667,6.833333333,0.035334825,1.040677901,0.911104518
Aristi2.6101,Aristi2,6,21,4583.241667,0.466666667,6.875,0.035260595,1.042752475,0.912257721
Aristi2.6102,Aristi2,6,22,4582.8,0.441666667,6.916666667,0.035190343,1.044723759,0.913352937
Aristi2.6103,Aristi2,6,23,4582.383333,0.416666667,6.958333333,0.035124066,1.046590498,0.914389558
Aristi2.6104,Aristi2,7,0,4582.033333,0.35,7,0.035068394,1.048163867,0.915262883
Aristi2.6105,Aristi2,7,1,4581.658333,0.375,7.041666667,0.035008745,1.049855024,0.916201199
Aristi2.6106,Aristi2,7,2,4581.283333,0.375,7.083333333,0.034949097,1.051551801,0.917142228
Aristi2.6107,Aristi2,7,3,4580.916667,0.366666667,7.125,0.034890773,1.053216333,0.918064982
Aristi2.6108,Aristi2,7,4,4580.591667,0.325,7.166666667,0.034839078,1.054696249,0.918885067
Aristi2.6109,Aristi2,7,5,4580.2,0.391666667,7.208333333,0.034776778,1.056485428,0.919876122
Aristi2.6110,Aristi2,7,6,4579.808333,0.391666667,7.25,0.034714478,1.058280859,0.920870194
Aristi2.6111,Aristi2,7,7,4579.416667,0.391666667,7.291666667,0.034652179,1.060082574,0.9218673
Aristi2.6112,Aristi2,7,8,4576.125,3.291666667,7.333333333,0.034128595,1.075477629,0.930369284
Aristi2.6113,Aristi2,7,9,4571.4,4.725,7.375,0.033377022,1.098397819,0.942969473
Aristi2.6114,Aristi2,7,10,4566.24,5.16,7.416666667,0.032556255,1.124604196,0.957296249
Berdis1.6115,Berdis1,0,16,4983.981818,0,0.666666667,0.100180616,0.387902303,0.484874756
Berdis1.6116,Berdis1,0,17,4976.933333,7.048484848,0.708333333,0.09902122,0.392202038,0.488551134
Berdis1.6117,Berdis1,0,18,4968.791667,8.141666667,0.75,0.097682008,0.397292269,0.492870504
Berdis1.6118,Berdis1,0,19,4960.666667,8.125,0.791666667,0.096345537,0.402509367,0.497261646
Berdis1.6119,Berdis1,0,20,4955.433333,5.233333333,0.833333333,0.095484713,0.405944971,0.500134065
Berdis1.6120,Berdis1,0,21,4954.816667,0.616666667,0.875,0.095383279,0.406353779,0.500474858
Berdis1.6121,Berdis1,0,22,4954.391667,0.425,0.916666667,0.095313371,0.406636018,0.500710018
Berdis1.6122,Berdis1,0,23,4953.958333,0.433333333,0.958333333,0.095242093,0.406924206,0.50095003
Berdis1.6123,Berdis1,1,0,4953.516667,0.441666667,1,0.095169443,0.407218369,0.501194911
Berdis1.6124,Berdis1,1,1,4953.225,0.291666667,1.041666667,0.095121468,0.407412867,0.501356765
Berdis1.6125,Berdis1,1,2,4952.95,0.275,1.083333333,0.095076233,0.407596426,0.501509472
Berdis1.6126,Berdis1,1,3,4952.675,0.275,1.125,0.095030999,0.407780156,0.501662279
Berdis1.6127,Berdis1,1,4,4952.4,0.275,1.166666667,0.094985764,0.407964055,0.501815185
Berdis1.6128,Berdis1,1,5,4952.066667,0.333333333,1.208333333,0.094930935,0.408187193,0.502000658
Berdis1.6129,Berdis1,1,6,4951.75,0.316666667,1.25,0.094878847,0.408399406,0.502176994
Berdis1.6130,Berdis1,1,7,4951.316667,0.433333333,1.291666667,0.094807568,0.40869017,0.502418511
Berdis1.6131,Berdis1,1,8,4948.658333,2.658333333,1.333333333,0.094370303,0.410483256,0.503905577
Berdis1.6132,Berdis1,1,9,4941.766667,6.891666667,1.375,0.093236701,0.415208013,0.507805147
Berdis1.6133,Berdis1,1,10,4933.791667,7.975,1.416666667,0.091924904,0.420817017,0.512399936
Berdis1.6134,Berdis1,1,11,4925.325,8.466666667,1.458333333,0.090532233,0.426944927,0.517378236
Berdis1.6135,Berdis1,1,12,4916.6,8.725,1.5,0.089097069,0.433454845,0.522620966
Berdis1.6136,Berdis1,1,13,4907.708333,8.891666667,1.541666667,0.087634491,0.440302581,0.528086547
Berdis1.6137,Berdis1,1,14,4898.916667,8.791666667,1.583333333,0.086188361,0.447295649,0.533617965
Berdis1.6138,Berdis1,1,15,4890.2,8.716666667,1.625,0.084754568,0.454458311,0.539232928
Berdis1.6139,Berdis1,1,16,4881.55,8.65,1.666666667,0.083331741,0.461803286,0.544939605
Berdis1.6140,Berdis1,1,17,4873.125,8.425,1.708333333,0.081945924,0.469195798,0.550632795
Berdis1.6141,Berdis1,1,18,4865,8.125,1.75,0.080609453,0.476559357,0.556255236
Berdis1.6142,Berdis1,1,19,4857.391667,7.608333333,1.791666667,0.079357969,0.483673481,0.561642919
Berdis1.6143,Berdis1,1,20,4852.933333,4.458333333,1.833333333,0.078624623,0.487944635,0.564857267
Berdis1.6144,Berdis1,1,21,4852.391667,0.541666667,1.875,0.078535525,0.48846885,0.565250747
Berdis1.6145,Berdis1,1,22,4851.983333,0.408333333,1.916666667,0.078468359,0.488864794,0.565547797
Berdis1.6146,Berdis1,1,23,4851.591667,0.391666667,1.958333333,0.078403934,0.489245197,0.565833069
Berdis1.6147,Berdis1,2,0,4851.241667,0.35,2,0.078346363,0.489585647,0.56608828
Berdis1.6148,Berdis1,2,1,4850.941667,0.3,2.041666667,0.078297017,0.489877849,0.566307248
Berdis1.6149,Berdis1,2,2,4850.641667,0.3,2.083333333,0.07824767,0.49017041,0.566526416
Berdis1.6150,Berdis1,2,3,4850.341667,0.3,2.125,0.078198323,0.490463331,0.566745785
Berdis1.6151,Berdis1,2,4,4850.033333,0.308333333,2.166666667,0.078147606,0.490764763,0.566971456
Berdis1.6152,Berdis1,2,5,4849.708333,0.325,2.208333333,0.078094147,0.491082901,0.567209555
Berdis1.6153,Berdis1,2,6,4849.366667,0.341666667,2.25,0.078037947,0.491417812,0.567460119
Berdis1.6154,Berdis1,2,7,4849.008333,0.358333333,2.291666667,0.077979005,0.491769565,0.567723186
Berdis1.6155,Berdis1,2,8,4846.625,2.383333333,2.333333333,0.077586974,0.494122368,0.569480256
Berdis1.6156,Berdis1,2,9,4840.466667,6.158333333,2.375,0.076573998,0.500310376,0.57408068
Berdis1.6157,Berdis1,2,10,4833.3,7.166666667,2.416666667,0.075395162,0.507715293,0.5795472
Berdis1.6158,Berdis1,2,11,4825.566667,7.733333333,2.458333333,0.074123116,0.515962805,0.585587841
Berdis1.6159,Berdis1,2,12,4817.425,8.141666667,2.5,0.072783904,0.524948919,0.592114037
Berdis1.6160,Berdis1,2,13,4809.083333,8.341666667,2.541666667,0.071411794,0.534495904,0.598986671
Berdis1.6161,Berdis1,2,14,4800.741667,8.341666667,2.583333333,0.070039685,0.544406848,0.606057567
Berdis1.6162,Berdis1,2,15,4792.425,8.316666667,2.625,0.068671687,0.554671718,0.613315278
Berdis1.6163,Berdis1,2,16,4784.191667,8.233333333,2.666666667,0.067317397,0.565233578,0.620716056
Berdis1.6164,Berdis1,2,17,4776.166667,8.025,2.708333333,0.065997375,0.575934069,0.628147597
Berdis1.6165,Berdis1,2,18,4768.525,7.641666667,2.75,0.064740408,0.586518059,0.63543517
Berdis1.6166,Berdis1,2,19,4761.133333,7.391666667,2.791666667,0.063524562,0.597143555,0.64269075
Berdis1.6167,Berdis1,2,20,4756.9,4.233333333,2.833333333,0.062828227,0.603409194,0.646941732
Berdis1.6168,Berdis1,2,21,4756.383333,0.516666667,2.875,0.062743241,0.604183167,0.647465457
Berdis1.6169,Berdis1,2,22,4755.983333,0.4,2.916666667,0.062677445,0.604783775,0.647871663
Berdis1.6170,Berdis1,2,23,4755.616667,0.366666667,2.958333333,0.062617133,0.605335412,0.648244589
Berdis1.6171,Berdis1,3,0,4755.266667,0.35,3,0.062559562,0.60586294,0.648601075
Berdis1.6172,Berdis1,3,1,4754.958333,0.308333333,3.041666667,0.062508844,0.606328452,0.648915535
Berdis1.6173,Berdis1,3,2,4754.633333,0.325,3.083333333,0.062455386,0.606819922,0.649247414
Berdis1.6174,Berdis1,3,3,4754.291667,0.341666667,3.125,0.062399185,0.60733748,0.64959678
Berdis1.6175,Berdis1,3,4,4753.966667,0.325,3.166666667,0.062345726,0.607830635,0.649929548
Berdis1.6176,Berdis1,3,5,4753.625,0.341666667,3.208333333,0.062289526,0.608349968,0.65027985
Berdis1.6177,Berdis1,3,6,4753.241667,0.383333333,3.25,0.062226472,0.608933721,0.650673445
Berdis1.6178,Berdis1,3,7,4752.866667,0.375,3.291666667,0.062164789,0.609505899,0.651059073
Berdis1.6179,Berdis1,3,8,4750.675,2.191666667,3.333333333,0.061804285,0.612872199,0.653324575
Berdis1.6180,Berdis1,3,9,4745.1,5.575,3.375,0.06088726,0.621609995,0.659179439
Berdis1.6181,Berdis1,3,10,4738.658333,6.441666667,3.416666667,0.059827679,0.632030709,0.666114856
Berdis1.6182,Berdis1,3,11,4731.608333,7.05,3.458333333,0.058668034,0.643855291,0.673924747
Berdis1.6183,Berdis1,3,12,4724.175,7.433333333,3.5,0.057445334,0.656825886,0.68242127
Berdis1.6184,Berdis1,3,13,4716.55,7.625,3.541666667,0.056191108,0.670701543,0.691432718
Berdis1.6185,Berdis1,3,14,4708.925,7.625,3.583333333,0.054936882,0.685193612,0.700762304
Berdis1.6186,Berdis1,3,15,4701.391667,7.533333333,3.625,0.053697734,0.700158277,0.710312041
Berdis1.6187,Berdis1,3,16,4694.083333,7.308333333,3.666666667,0.052495596,0.71533284,0.719912505
Berdis1.6188,Berdis1,3,17,4687.025,7.058333333,3.708333333,0.05133458,0.730644701,0.72951881
Berdis1.6189,Berdis1,3,18,4680.375,6.65,3.75,0.05024073,0.745700687,0.738888824
Berdis1.6190,Berdis1,3,19,4674.15,6.225,3.791666667,0.049216788,0.760384501,0.747958052
Berdis1.6191,Berdis1,3,20,4670.741667,3.408333333,3.833333333,0.048656156,0.768679024,0.75305196
Berdis1.6192,Berdis1,3,21,4670.308333,0.433333333,3.875,0.048584877,0.769746935,0.753706306
Berdis1.6193,Berdis1,3,22,4670.008333,0.3,3.916666667,0.048535531,0.770488047,0.754160213
Berdis1.6194,Berdis1,3,23,4669.725,0.283333333,3.958333333,0.048488926,0.771189334,0.754589579
Berdis1.6195,Berdis1,4,0,4669.466667,0.258333333,4,0.048446433,0.771829888,0.754981635
Berdis1.6196,Berdis1,4,1,4669.191667,0.275,4.041666667,0.048401198,0.772512971,0.755399589
Berdis1.6197,Berdis1,4,2,4668.891667,0.3,4.083333333,0.048351852,0.773259571,0.755856251
Berdis1.6198,Berdis1,4,3,4668.616667,0.275,4.125,0.048306617,0.773945259,0.756275511
Berdis1.6199,Berdis1,4,4,4668.325,0.291666667,4.166666667,0.048258641,0.774673872,0.756720868
Berdis1.6200,Berdis1,4,5,4668.008333,0.316666667,4.208333333,0.048206553,0.775466535,0.7572052
Berdis1.6201,Berdis1,4,6,4667.708333,0.3,4.25,0.048157207,0.776219019,0.757664812
Berdis1.6202,Berdis1,4,7,4667.433333,0.275,4.291666667,0.048111972,0.776910116,0.758086786
Berdis1.6203,Berdis1,4,8,4665.333333,2.1,4.333333333,0.047766546,0.782229596,0.761330182
Berdis1.6204,Berdis1,4,9,4660.15,5.183333333,4.375,0.046913946,0.795685707,0.769498977
Berdis1.6205,Berdis1,4,10,4654.616667,5.533333333,4.416666667,0.046003776,0.810585997,0.778486702
Berdis1.6206,Berdis1,4,11,4648.95,5.666666667,4.458333333,0.045071673,0.826452189,0.787992994
Berdis1.6207,Berdis1,4,12,4643.35,5.6,4.5,0.044150537,0.842772084,0.797705129
Berdis1.6208,Berdis1,4,13,4637.975,5.375,4.541666667,0.04326641,0.85907218,0.807341573
Berdis1.6209,Berdis1,4,14,4632.841667,5.133333333,4.583333333,0.042422035,0.875256561,0.816849135
Berdis1.6210,Berdis1,4,15,4627.958333,4.883333333,4.625,0.041618782,0.891245797,0.826185393
Berdis1.6211,Berdis1,4,16,4623.341667,4.616666667,4.666666667,0.040859392,0.906924406,0.835287845
Berdis1.6212,Berdis1,4,17,4618.941667,4.4,4.708333333,0.040135642,0.922404489,0.844226166
Berdis1.6213,Berdis1,4,18,4614.8,4.141666667,4.75,0.039454385,0.937480613,0.852886398
Berdis1.6214,Berdis1,4,19,4611,3.8,4.791666667,0.038829328,0.951765861,0.861053045
Berdis1.6215,Berdis1,4,20,4609.05,1.95,4.833333333,0.038508575,0.959271673,0.865329158
Berdis1.6216,Berdis1,4,21,4608.641667,0.408333333,4.875,0.038441409,0.960858841,0.866232095
Berdis1.6217,Berdis1,4,22,4608.441667,0.2,4.916666667,0.038408511,0.961638202,0.866675309
Berdis1.6218,Berdis1,4,23,4608.241667,0.2,4.958333333,0.038375613,0.962418863,0.867119156
Berdis1.6219,Berdis1,5,0,4608.041667,0.2,5,0.038342715,0.963200828,0.867563637
Berdis1.6220,Berdis1,5,1,4607.825,0.216666667,5.041666667,0.038307076,0.964049432,0.868045875
Berdis1.6221,Berdis1,5,2,4607.591667,0.233333333,5.083333333,0.038268695,0.964965035,0.868566046
Berdis1.6222,Berdis1,5,3,4607.408333,0.183333333,5.125,0.038238539,0.965685692,0.868975361
Berdis1.6223,Berdis1,5,4,4607.208333,0.2,5.166666667,0.038205641,0.966473126,0.869422501
Berdis1.6224,Berdis1,5,5,4607.008333,0.2,5.208333333,0.038172744,0.967261882,0.869870284
Berdis1.6225,Berdis1,5,6,4606.8,0.208333333,5.25,0.038138475,0.968084911,0.870337408
Berdis1.6226,Berdis1,5,7,4606.616667,0.183333333,5.291666667,0.038108319,0.968810368,0.870749057
Berdis1.6227,Berdis1,5,8,4605.283333,1.333333333,5.333333333,0.037889001,0.974120238,0.873759299
Berdis1.6228,Berdis1,5,9,4603.025,2.258333333,5.375,0.03751753,0.983251668,0.878924841
Berdis1.6229,Berdis1,5,10,4600.775,2.25,5.416666667,0.037147431,0.992526161,0.884157103
Berdis1.6230,Berdis1,5,11,4598.641667,2.133333333,5.458333333,0.036796522,1.001487451,0.889199379
Berdis1.6231,Berdis1,5,12,4596.566667,2.075,5.5,0.036455208,1.010364786,0.894181829
Berdis1.6232,Berdis1,5,13,4594.616667,1.95,5.541666667,0.036134455,1.018856111,0.898936161
Berdis1.6233,Berdis1,5,14,4592.775,1.841666667,5.583333333,0.035831521,1.027011555,0.903492102
Berdis1.6234,Berdis1,5,15,4590.958333,1.816666667,5.625,0.0355327,1.035188891,0.908050319
Berdis1.6235,Berdis1,5,16,4589.175,1.783333333,5.666666667,0.035239362,1.043347471,0.91258835
Berdis1.6236,Berdis1,5,17,4587.525,1.65,5.708333333,0.034967956,1.05101472,0.916844407
Berdis1.6237,Berdis1,5,18,4585.966667,1.558333333,5.75,0.034711628,1.058363165,0.920915754
Berdis1.6238,Berdis1,5,19,4584.508333,1.458333333,5.791666667,0.034471748,1.0653364,0.924772338
Berdis1.6239,Berdis1,5,20,4583.691667,0.816666667,5.833333333,0.034337416,1.069282835,0.926952011
Berdis1.6240,Berdis1,5,21,4583.575,0.116666667,5.875,0.034318225,1.069849067,0.927264578
Berdis1.6241,Berdis1,5,22,4583.366667,0.208333333,5.916666667,0.034283957,1.07086173,0.927823472
Berdis1.6242,Berdis1,5,23,4583.125,0.241666667,5.958333333,0.034244206,1.07203889,0.928472981
Berdis1.6243,Berdis1,6,0,4582.975,0.15,6,0.034219532,1.072770881,0.928876771
Berdis1.6244,Berdis1,6,1,4582.833333,0.141666667,6.041666667,0.03419623,1.073463149,0.929258583
Berdis1.6245,Berdis1,6,2,4582.616667,0.216666667,6.083333333,0.034160591,1.074523691,0.929843389
Berdis1.6246,Berdis1,6,3,4582.458333,0.158333333,6.125,0.034134546,1.075300066,0.930271404
Berdis1.6247,Berdis1,6,4,4582.283333,0.175,6.166666667,0.034105761,1.076159508,0.930745121
Berdis1.6248,Berdis1,6,5,4582.083333,0.2,6.208333333,0.034072863,1.077143457,0.931287347
Berdis1.6249,Berdis1,6,6,4581.908333,0.175,6.25,0.034044078,1.078005932,0.931762527
Berdis1.6250,Berdis1,6,7,4581.766667,0.141666667,6.291666667,0.034020775,1.078705166,0.932147698
Berdis1.6251,Berdis1,6,8,4580.75,1.016666667,6.333333333,0.033853545,1.083750692,0.934925121
Berdis1.6252,Berdis1,6,9,4579.375,1.375,6.375,0.033627373,1.090652263,0.938718927
Berdis1.6253,Berdis1,6,10,4578.025,1.35,6.416666667,0.033405313,1.097516846,0.942486399
Berdis1.6254,Berdis1,6,11,4576.666667,1.358333333,6.458333333,0.033181883,1.104514061,0.946320611
Berdis1.6255,Berdis1,6,12,4575.266667,1.4,6.5,0.032951599,1.111822566,0.950318989
Berdis1.6256,Berdis1,6,13,4573.85,1.416666667,6.541666667,0.032718573,1.119320007,0.954414051
Berdis1.6257,Berdis1,6,14,4572.358333,1.491666667,6.583333333,0.032473211,1.127327565,0.958780405
Berdis1.6258,Berdis1,6,15,4570.991667,1.366666667,6.625,0.03224841,1.134768207,0.962830976
Berdis1.6259,Berdis1,6,16,4569.666667,1.325,6.666666667,0.032030462,1.142079054,0.966804763
Berdis1.6260,Berdis1,6,17,4568.383333,1.283333333,6.708333333,0.031819368,1.149252931,0.970698307
Berdis1.6261,Berdis1,6,18,4567.166667,1.216666667,6.75,0.03161924,1.156140232,0.974431013
Berdis1.6262,Berdis1,6,19,4566.05,1.116666667,6.791666667,0.031435561,1.162536575,0.977893063
Berdis1.6263,Berdis1,6,20,4565.358333,0.691666667,6.833333333,0.03132179,1.166535113,0.980055086
Berdis1.6264,Berdis1,6,21,4565.208333,0.15,6.875,0.031297117,1.167405999,0.980525755
Berdis1.6265,Berdis1,6,22,4565.091667,0.116666667,6.916666667,0.031277926,1.16808428,0.980892276
Berdis1.6266,Berdis1,6,23,4564.858333,0.233333333,6.958333333,0.031239546,1.169443276,0.981626488
Berdis1.6267,Berdis1,7,0,4564.7,0.158333333,7,0.031213502,1.170367305,0.982125595
Berdis1.6268,Berdis1,7,1,4564.533333,0.166666667,7.041666667,0.031186087,1.17134159,0.982651751
Berdis1.6269,Berdis1,7,2,4564.441667,0.091666667,7.083333333,0.031171009,1.171878157,0.982941479
Berdis1.6270,Berdis1,7,3,4564.266667,0.175,7.125,0.031142223,1.172903919,0.983495272
Berdis1.6271,Berdis1,7,4,4564.125,0.141666667,7.166666667,0.031118921,1.17373565,0.983944231
Berdis1.6272,Berdis1,7,5,4563.966667,0.158333333,7.208333333,0.031092877,1.174666668,0.9844467
Berdis1.6273,Berdis1,7,6,4563.825,0.141666667,7.25,0.031069574,1.175500972,0.984896898
Berdis1.6274,Berdis1,7,7,4563.716667,0.108333333,7.291666667,0.031051754,1.176139792,0.985241562
Berdis1.6275,Berdis1,7,8,4562.808333,0.908333333,7.333333333,0.030902344,1.181524265,0.98814501
Berdis1.6276,Berdis1,7,9,4561.55,1.258333333,7.375,0.030695362,1.189067787,0.99220777
Berdis1.6277,Berdis1,7,10,4560.416667,1.133333333,7.416666667,0.030508942,1.195947225,0.995907966
Berdis1.6278,Berdis1,7,11,4559.341667,1.075,7.458333333,0.030332116,1.202548637,0.999454301
Berdis1.6279,Berdis1,7,12,4558.25,1.091666667,7.5,0.03015255,1.20932952,1.003092723
Berdis1.6280,Berdis1,7,13,4557.05,1.2,7.541666667,0.029955163,1.216874612,1.007136135
Berdis1.6281,Berdis1,7,14,4556.3,0.75,7.583333333,0.029831797,1.221639648,1.009687015
Berdis2.6282,Berdis2,0,17,4820.722222,0,0.708333333,0.108706642,0.359029398,0.459468714
Berdis2.6283,Berdis2,0,18,4813.525,7.197222222,0.75,0.107496869,0.362854641,0.462911607
Berdis2.6284,Berdis2,0,19,4804.383333,9.141666667,0.791666667,0.105960257,0.367835887,0.467358033
Berdis2.6285,Berdis2,0,20,4800.416667,3.966666667,0.833333333,0.105293504,0.370041323,0.469313691
Berdis2.6286,Berdis2,0,21,4800.333333,0.083333333,0.875,0.105279497,0.370087947,0.46935495
Berdis2.6287,Berdis2,0,22,4800.066667,0.266666667,0.916666667,0.105234673,0.370237226,0.469487029
Berdis2.6288,Berdis2,0,23,4799.691667,0.375,0.958333333,0.10517164,0.370447359,0.469672888
Berdis2.6289,Berdis2,1,0,4799.425,0.266666667,1,0.105126816,0.370596937,0.469805145
Berdis2.6290,Berdis2,1,1,4799.208333,0.216666667,1.041666667,0.105090397,0.37071856,0.469912657
Berdis2.6291,Berdis2,1,2,4798.875,0.333333333,1.083333333,0.105034367,0.370905832,0.470078157
Berdis2.6292,Berdis2,1,3,4798.566667,0.308333333,1.125,0.10498254,0.371079233,0.470231347
Berdis2.6293,Berdis2,1,4,4798.275,0.291666667,1.166666667,0.104933514,0.371243414,0.470376349
Berdis2.6294,Berdis2,1,5,4797.9,0.375,1.208333333,0.104870481,0.371454723,0.47056291
Berdis2.6295,Berdis2,1,6,4797.533333,0.366666667,1.25,0.104808848,0.371661576,0.470745468
Berdis2.6296,Berdis2,1,7,4797.116667,0.416666667,1.291666667,0.104738811,0.371896924,0.470953092
Berdis2.6297,Berdis2,1,8,4792.3,4.816666667,1.333333333,0.103929183,0.374639958,0.473366573
Berdis2.6298,Berdis2,1,9,4782.15,10.15,1.375,0.102223081,0.380558696,0.478534739
Berdis2.6299,Berdis2,1,10,4771.375,10.775,1.416666667,0.100411923,0.387056047,0.484148121
Berdis2.6300,Berdis2,1,11,4760.5,10.875,1.458333333,0.098583956,0.393849237,0.489952737
Berdis2.6301,Berdis2,1,12,4749.6,10.9,1.5,0.096751787,0.400908672,0.49591816
Berdis2.6302,Berdis2,1,13,4738.783333,10.81666667,1.541666667,0.094933626,0.408176235,0.501991552
Berdis2.6303,Berdis2,1,14,4728.116667,10.66666667,1.583333333,0.093140678,0.415613374,0.508138458
Berdis2.6304,Berdis2,1,15,4717.716667,10.4,1.625,0.091392553,0.423137954,0.514290488
Berdis2.6305,Berdis2,1,16,4707.666667,10.05,1.666666667,0.08970326,0.430680421,0.520392274
Berdis2.6306,Berdis2,1,17,4698.083333,9.583333333,1.708333333,0.088092408,0.438134828,0.526361681
Berdis2.6307,Berdis2,1,18,4689.058333,9.025,1.75,0.086575406,0.445401724,0.532124794
Berdis2.6308,Berdis2,1,19,4680.55,8.508333333,1.791666667,0.08514525,0.452483345,0.537689714
Berdis2.6309,Berdis2,1,20,4677.158333,3.391666667,1.833333333,0.084575148,0.455371261,0.539945027
Berdis2.6310,Berdis2,1,21,4676.766667,0.391666667,1.875,0.084509314,0.455707198,0.540206856
Berdis2.6311,Berdis2,1,22,4676.333333,0.433333333,1.916666667,0.084436475,0.456079467,0.540496877
Berdis2.6312,Berdis2,1,23,4675.908333,0.425,1.958333333,0.084365037,0.456445185,0.540781665
Berdis2.6313,Berdis2,2,0,4675.55,0.358333333,2,0.084304805,0.456754004,0.541022046
Berdis2.6314,Berdis2,2,1,4675.183333,0.366666667,2.041666667,0.084243173,0.45707045,0.54126827
Berdis2.6315,Berdis2,2,2,4674.866667,0.316666667,2.083333333,0.084189945,0.457344108,0.541481124
Berdis2.6316,Berdis2,2,3,4674.558333,0.308333333,2.125,0.084138117,0.457610887,0.54168856
Berdis2.6317,Berdis2,2,4,4674.175,0.383333333,2.166666667,0.084073683,0.457943006,0.541946707
Berdis2.6318,Berdis2,2,5,4673.758333,0.416666667,2.208333333,0.084003646,0.458304567,0.54222762
Berdis2.6319,Berdis2,2,6,4673.416667,0.341666667,2.25,0.083946216,0.458601485,0.542458217
Berdis2.6320,Berdis2,2,7,4673.075,0.341666667,2.291666667,0.083888785,0.458898799,0.542689038
Berdis2.6321,Berdis2,2,8,4669.291667,3.783333333,2.333333333,0.083252849,0.462217695,0.545260074
Berdis2.6322,Berdis2,2,9,4660.866667,8.425,2.375,0.0818367,0.469788802,0.551087349
Berdis2.6323,Berdis2,2,10,4651.591667,9.275,2.416666667,0.080277676,0.478424326,0.557671766
Berdis2.6324,Berdis2,2,11,4642,9.591666667,2.458333333,0.078665423,0.487704971,0.564677298
Berdis2.6325,Berdis2,2,12,4632.166667,9.833333333,2.5,0.077012549,0.497611926,0.572078207
Berdis2.6326,Berdis2,2,13,4622.258333,9.908333333,2.541666667,0.075347069,0.508022184,0.579772867
Berdis2.6327,Berdis2,2,14,4612.4,9.858333333,2.583333333,0.073689992,0.518834277,0.587679437
Berdis2.6328,Berdis2,2,15,4602.641667,9.758333333,2.625,0.072049725,0.530013225,0.59576736
Berdis2.6329,Berdis2,2,16,4593.108333,9.533333333,2.666666667,0.070447278,0.541423509,0.603935799
Berdis2.6330,Berdis2,2,17,4583.841667,9.266666667,2.708333333,0.068889654,0.553009612,0.612144518
Berdis2.6331,Berdis2,2,18,4575,8.841666667,2.75,0.067403468,0.564550033,0.62023909
Berdis2.6332,Berdis2,2,19,4566.633333,8.366666667,2.791666667,0.065997124,0.575936143,0.628149031
Berdis2.6333,Berdis2,2,20,4563.3,3.333333333,2.833333333,0.065436828,0.580605118,0.631371412
Berdis2.6334,Berdis2,2,21,4562.816667,0.483333333,2.875,0.065355585,0.581288588,0.631842112
Berdis2.6335,Berdis2,2,22,4562.358333,0.458333333,2.916666667,0.065278544,0.581938236,0.632289281
Berdis2.6336,Berdis2,2,23,4561.816667,0.541666667,2.958333333,0.065187496,0.582707929,0.632818781
Berdis2.6337,Berdis2,3,0,4561.35,0.466666667,3,0.065109055,0.58337273,0.633275862
Berdis2.6338,Berdis2,3,1,4560.891667,0.458333333,3.041666667,0.065032014,0.584027179,0.63372559
